target_id,wavelength_bin_um,cwave_um,cband_um,aperture_flux_uJy,aperture_flux_unc_uJy,psf_flux_uJy,psf_flux_unc_uJy,measurement_count
ucs_0972,4.2,4.197835763218519,0.037146909264224565,31911.408203125,355.26161193847656,32341.0849609375,342.7840118408203,2
ucs_0972,4.22,4.228395087808158,0.036347689727421056,30412.779296875,347.8280944824219,30905.4609375,332.8574523925781,1
ucs_0972,4.24,4.239572035781306,0.03758849679550846,30636.208984375,355.1803894042969,30791.802734375,336.0545959472656,1
ucs_0972,4.28,4.275904574234345,0.03699276805152469,29215.48828125,349.1169128417969,29719.48828125,329.27191162109375,1
ucs_0972,4.3,4.300997901973381,0.03735176031414145,28145.96484375,337.53900146484375,29028.849609375,327.19366455078125,1
ucs_0972,4.32,4.312460036330851,0.03691892390243499,28172.2421875,345.98907470703125,28256.388671875,328.165283203125,1
ucs_0972,4.34,4.3436993464249705,0.037590669567407684,26973.17578125,343.0468444824219,27244.9111328125,325.70947265625,2
ucs_0972,4.38,4.380398298141995,0.03741761868126138,24550.068359375,328.49403381347656,24992.6376953125,313.74969482421875,2
ucs_0972,4.42,4.418409844715111,0.034011713564568655,23168.744140625,376.5086975097656,23906.783203125,346.2001953125,3
ucs_0972,4.44,4.443114539512886,0.0351751331045006,23789.8388671875,380.6598358154297,24139.0390625,368.13331604003906,2
ucs_0972,4.46,4.459485073326897,0.03570323924486747,23495.787109375,388.4984588623047,23509.32421875,367.8358612060547,2
ucs_0972,4.48,4.482393898118051,0.03542168972145551,23306.8134765625,375.2223358154297,23814.814453125,356.5198059082031,2
ucs_0972,4.5,4.500455612155152,0.035217021734599126,23465.27734375,370.1966857910156,23526.412109375,354.6487731933594,1
ucs_0972,4.5200000000000005,4.514781021878322,0.03579480402528414,21895.4140625,357.9533233642578,22232.748046875,340.6403350830078,2
ucs_0972,4.54,4.545899329671399,0.035918218938246864,21274.302734375,359.7759704589844,20856.86328125,333.4251708984375,3
ucs_0972,4.5600000000000005,4.565622730943274,0.0354604217967671,20330.4609375,359.2655029296875,20008.650390625,315.1768798828125,1
ucs_0972,4.58,4.5803337922361695,0.036688946237111185,20300.2451171875,341.65931701660156,20496.4638671875,323.905517578125,2
ucs_0972,4.6000000000000005,4.599296101435106,0.03753295095459358,21471.0,346.299072265625,20992.640625,325.63427734375,1
ucs_0972,4.62,4.6138394554326965,0.03630192121497163,20612.4853515625,346.97633361816406,20831.7158203125,326.7020721435547,2
ucs_0972,4.64,4.6457193848641865,0.03706127727070862,20948.62890625,359.2514343261719,20904.552734375,338.7035827636719,3
ucs_0972,4.66,4.667958514091968,0.036187549880312454,22002.236328125,364.6471862792969,22378.76953125,344.2588195800781,1
ucs_0972,4.68,4.679489402287787,0.037281177431564505,22056.1328125,403.21075439453125,21814.1484375,364.6627502441406,1
ucs_0972,4.7,4.701726958659457,0.03712018694497408,21279.87890625,371.5229034423828,21173.345703125,343.2666015625,2
ucs_0972,4.72,4.7138917566967855,0.03761858316843738,20931.052734375,398.56439208984375,20767.697265625,354.7748107910156,1
ucs_0972,4.74,4.736583696866949,0.03574249996992859,21623.859375,379.3955993652344,21821.47265625,348.6195373535156,3
ucs_0972,4.76,4.769378810775021,0.03602870490442061,21681.22265625,390.7093200683594,21245.265625,358.43634033203125,1
ucs_0972,4.78,4.772051748467779,0.03658842681434344,20658.49609375,385.5960998535156,20508.404296875,349.6390686035156,3
ucs_0972,4.8,4.806027691267394,0.0356266082186078,20927.681640625,387.3044738769531,20640.96875,352.1348571777344,1
ucs_0972,4.84,4.841656851170232,0.03632470412594756,20368.345703125,381.228759765625,20309.822265625,350.0545349121094,1
ucs_0972,4.88,4.876308915970867,0.03721441584988958,20432.158203125,389.1087341308594,20079.05078125,351.02911376953125,1
ucs_0972,4.92,4.911388844871485,0.038944738649878095,19919.0390625,443.73216247558594,20029.01953125,369.7646484375,2
ucs_0972,4.94,4.947738328859131,0.03721328205670181,20486.0107421875,427.5869598388672,20719.33203125,382.96044921875,2
ucs_0972,4.98,4.984187198702801,0.03728116917670547,28841.7265625,502.8276672363281,22217.8720703125,408.171630859375,2
